team1,team2,city,target_runs,target_overs,required_runs,remaining_overs,wickets_lost,toss_winner,toss_decision,team1_encoded,team2_encoded,toss_winner_encoded,toss_decision_encoded,venue_encoded,team1_win_rate,team2_win_rate,team1_toss_win_advantage,team2_toss_win_advantage,team1_batting_first_win_rate,team2_batting_first_win_rate,team1_recent_form,team2_recent_form,relative_h2h_winrate,relative_h2h_winrate_copy,venue_batting_first_win_rate,venue_avg_first_innings_score,normalized_target,run_rate_required
Chennai Super Kings,Royal Challengers Bengaluru,Bengaluru,214,20,14,2,2,Chennai Super Kings,field,0,8,0,1,2,0.4791666666666667,0.5102040816326531,0.47368421052631576,0.5,0.45161290322580644,0.5172413793103449,0.5,0.6,0.6,0.6,0.5714285714285714,197.21428571428572,1.0851140890981528,10.7
